Feature_Label,PC1,PC2,PC3
10.5 min | Galactaric acid,-0.020298117308413226,-0.004503174118162784,-0.019051839598424023
10.51 min | Stearic acid,0.01136033834395551,-0.020438963993798423,0.018671491754654445
"10.53 min | Tetrahydro-2,5-furan-diacetic acid",0.050866199939706196,0.015047868787887978,-0.00506742914843618
10.53 min | Quercetin 3-galactoside,0.01996377811428464,-0.021831346239154455,-0.0018850809493923808
10.56 min | Kaempferol 3-sophorotrioside,0.0035553742833331677,-0.0010582732659332955,-0.004030780911919496
10.59 min | Xanthurenic Acid,-0.01666572834615254,0.00030303381625480065,-0.003137630823121216
10.64 min | Hamamelitannin,0.04978057702197671,-0.01647403761428922,-0.01245248490369739
10.64 min | (E)-Resveratrol 3-glucoside 4'-sulfate,0.050224544708283,-0.016880072860572644,-0.012664953405944738
"10.64 min | Benzoic acid, 2-[[3-(2-quinolinylmethoxy)phenyl]amino]-",-0.023706400572966427,-0.019568343713481384,-0.016392023360778586
"10.65 min | 2-Hydroxy-3,4-Dimethoxybenzoic Acid",-0.022299224541498314,-0.020451630154945912,-0.014886224950275476
10.67 min | Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,-0.005446255647318883,0.001129555874747681,0.05012179918551606
10.7 min | Epicatechin-(4beta->8)-gallocatechin,-0.008212440752810569,0.0002054881040201821,0.06442494714759812
10.71 min | 2-trans-O-Feruloylglucaric acid,-0.02973819830700521,-0.00833358443872077,0.0018632363220735522
10.73 min | 8-Hydroxyluteolin 4'-methyl ether 8-glucoside-3'-sulfate,0.03407019917104757,-0.010612421475295451,-0.005649045676846483
10.75 min | L-Malic acid.mol,0.04349782269880981,-0.014072082556272575,-0.01145142607974566
